packet_count,byte_count,flow_count,seconds,api_retry
10439,1941037203,3,1.5974044799804688e-05,0
20636,120697568,3,10.006450891494751,0
20821,18446744069535537882,3,10.01012110710144,0
-44425,121350457,3,10.0102698802948,0
20878,121025860,3,10.0103280544281,0
20827,120956042,3,10.006469011306763,0
-44541,121193813,3,10.001508951187134,0
20802,120916292,3,10.010240077972412,0
20834,120966640,3,10.010355949401855,0
-44662,121022632,3,10.010321855545044,0
21025,121232381,3,10.007828950881958,0
20802,120917488,3,10.00906491279602,0
20798,120915279,3,10.01023006439209,0
-44519,121221454,3,10.005694150924683,0
20769,120875166,3,10.006551027297974,0
20750,120848060,3,10.010248899459839,0
-44579,121136285,3,10.01024603843689,0
20748,120847016,3,10.010370969772339,0
20743,120838630,3,10.00320291519165,0
-44543,121189861,3,10.010236024856567,0
20784,-18446744073588662520,3,10.010138988494873,0
20773,120882390,3,10.010217905044556,0
-44581,121134669,3,10.00805401802063,0
20755,120852394,3,10.009594917297363,0
20752,120848316,3,10.006871938705444,0
-44611,121092353,3,10.01024603843689,0
20731,120819974,3,10.005006074905396,0
20833,120965942,3,10.010211944580078,0
-44471,121288930,3,10.009945154190063,0
20785,120895353,3,10.00577712059021,0
20762,120866228,3,10.010338068008423,0
-44556,121172668,3,10.010222911834717,0
20805,120926609,3,10.010424137115479,0
20760,120858144,3,10.003037929534912,0
20986,121179468,3,10.010241031646729,0
-44744,120900295,3,10.009519100189209,0
20727,120819790,3,10.003056049346924,0
20996,121186944,3,10.010340929031372,0
-44771,18446744069535456869,3,10.010350942611694,0
20840,120973196,3,10.010370969772339,0
20996,121193928,3,10.005427837371826,0
-44783,120850130,3,10.002919912338257,0
20759,120861913,3,10.004887104034424,0
21057,121277062,3,10.01033902168274,0
-44768,120873408,3,10.003353834152222,0
20704,120786803,3,10.001621961593628,0
20974,121160296,3,10.009494066238403,0
-44724,120934368,3,10.010372161865234,0
20802,120921823,3,10.010338068008423,0
20979,121168382,3,10.004251956939697,0
-44717,120939990,3,10.010355949401855,0
20794,120913163,3,10.007843971252441,0
21055,121277326,3,10.009688138961792,0
20733,120824606,3,10.010376930236816,0
-44821,120797533,3,10.010223865509033,0
20999,-18446744073588352466,3,10.010333061218262,0
7266,193747908,3,16.04758310317993,2
-44718,120945311,3,10.00983715057373,0
24499,126091842,3,10.010266065597534,0
20974,121166304,3,10.01024580001831,0
-44751,120897201,3,10.010206937789917,0
20851,120990962,3,10.010339975357056,0
21019,121218122,3,10.007568836212158,0
-44718,120945067,3,10.008525848388672,0
20744,120840280,3,10.00198483467102,0
26321,128648550,3,10.010365009307861,0
-44747,120902577,3,10.010371923446655,0
20986,121180692,3,10.010344982147217,0
20755,120859950,3,10.010187149047852,0
-44731,120919517,3,10.010390996932983,0
21027,121232922,3,10.008108854293823,0
20763,120867250,3,10.005393028259277,0
20760,120863580,3,10.010356903076172,0
-44582,18446744069535717667,3,10.010371923446655,0
20739,120829802,3,10.010360956192017,0
20766,120873396,3,10.010348081588745,0
-44541,121189249,3,10.008352041244507,0
20758,120865172,3,10.004682064056396,0
-18718,157358456,3,13.028666019439697,1
7505,194079441,3,16.044538021087646,2
20719,120806754,3,10.006492853164673,0
-6252,266603495,3,22.086977005004883,4
-32014,230527944,3,19.065687894821167,3
20706,120781815,3,10.00311803817749,0
-18797,157249782,3,13.031299114227295,1
20890,121046403,3,10.001812934875488,0
20796,120909112,3,10.010357856750488,0
-44769,-18446744073588672330,3,10.010025024414062,0
21035,121249818,3,10.010370016098022,0
20803,120921733,3,10.010381937026978,0
-44781,120857614,3,10.010365962982178,0
20879,121032318,3,10.000699043273926,0
-18839,157185613,3,13.016627073287964,1
44635,521458669,3,43.21937298774719,11
-18824,157211855,3,13.024884939193726,1
-18631,157481390,3,13.012126922607422,1
-6324,266508683,3,22.08039402961731,4
7274,193753740,3,16.046982049942017,2
20982,121176415,3,10.010379076004028,0
-6396,18446744069680989696,3,22.079705953598022,4
31893,411820753,3,34.131513833999634,8
-45445,-18446744072195983640,2,31.122350931167603,7
20705,120783261,3,10.010365962982178,0
20692,120764736,3,10.006860971450806,0
-44654,121031100,3,10.004562854766846,0
20738,120832351,3,10.010370969772339,0
20710,120790900,3,10.0103919506073,0
-44591,121121286,3,10.010221004486084,0
20691,120765042,3,10.010366201400757,0
20632,120682259,3,10.00239896774292,0
-44608,121099136,3,10.000793933868408,0
20689,120759162,3,10.010114908218384,0
20690,120759871,3,10.002336978912354,0
-41643,125251790,3,10.010373830795288,0
20936,121107416,3,10.010366201400757,0
20744,120836352,3,10.00795578956604,0
-44794,120837308,3,10.00916600227356,0
20902,121061188,3,10.003806829452515,0
20676,120745719,3,10.007081031799316,0
-44821,18446744069535384338,3,10.0103600025177,0
